Configuration,Fitness
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7047278911564625
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.70524891381489
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7047683959079816
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7057888040712469
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.707391770957747
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7014690761800905
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.707561838984958
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.70837816551557
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7049044503297502
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7072557165359784
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7057207768603625
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7063373491890396
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7035482335427811
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7022789115646259
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7028317841131363
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7041561510100224
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.702763756902252
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7013605442176871
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7061629537311108
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7028614702878606
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7040179328728947
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.702929497498745
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7060247355939832
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7021811981790171
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7051020408163264
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7060884353741498
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7018410621245953
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.6992922054317909
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7025553478388811
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7041604784407403
